Unnamed: 0,ztfname,redshift,redshift_err,source,t0,x0,x1,c,t0_err,x0_err,x1_err,c_err,cov_t0_x0,cov_t0_x1,cov_t0_c,cov_x0_x1,cov_x0_c,cov_x1_c,mwebv,mwr_v,mwebv_err,fitprob,ra,dec,sn_type,sub_type,lccoverage_flag,fitquality_flag,iau_name,frac_fitted
548,ZTF18abuykiu,0.04442407,0.00015044,z_gal,58372.00685692882,0.000426465,-1.01159557,0.5647072251396872,0.1265196288950392,1.510734358859287e-05,0.2595101176402135,0.032511782,-1.91e-07,0.008075853,0.000381511,-1.1e-06,-4.3e-07,0.001847476,0.030145805,3.1,0,0.5974220616742701,52.393145,-19.694712,snia-cosmo,norm,1.0,1.0,2018fwn,100.0
549,ZTF18abuykiz,0.03160853,1.414e-05,z_gal,58341.95280375271,0.004290457,-0.99410409,-0.091652977,0.1407806441093271,0.000149657,0.1008998488264631,0.031325462,-2.48e-06,-0.002247721,-0.000187713,-2.89e-06,-4e-06,0.000177488,0.038690964,3.1,0,0.133757265,48.388993,-15.2553,snia-cosmo,norm,1.0,1.0,2018eui,100.0
550,ZTF18abvbayb,0.12419294,0.00308707,z_snid,58384.32166494769,0.000291104,0.3555575716179122,-0.040790472,0.1599486488994443,9.460397925609709e-06,0.2022353678969122,0.032403567,-3.47e-08,0.025140649,8.419750671971371e-05,-3.86e-07,-2.59e-07,0.000730676,0.053879905,3.1,0,0.1944327221226972,262.801119,79.054255,snia-cosmo,norm,1.0,1.0,2018lpq,100.0
551,ZTF18abvejbm,0.04416009,1.548e-05,z_gal,58385.70523488183,0.002411771,-1.912149435,-0.121204693,0.1772958167530305,8.924729684402439e-05,0.2770373946424904,0.040270526,-1.19e-06,0.038184846,0.001948041,-7.45e-06,-2.57e-06,0.002756747,0.026339972,3.1,0,0.6952137612474092,14.26091,-0.873887,snia-cosmo,norm,1.0,1.0,2018ggt,100.0
553,ZTF18abvkhul,0.1219407,0.00304631,z_snid,58386.26921567141,0.000314943,-0.100973644,-0.103455309,0.1398442136960511,1.0606786241149387e-05,0.1834926370250037,0.032081181,4.0025502287684745e-08,0.013598762,-1.31e-05,-5.98e-07,-2.76e-07,0.000860682,0.047014342,3.1,0,0.1122275321426336,20.340934,30.718581,snia-cosmo,norm,1.0,1.0,,100.0
558,ZTF18abvrzqj,0.10271935,0.00291204,z_snid,58388.30151475087,0.000434069,0.2085831562360587,-0.108025474,0.389444883,1.70902774367929e-05,0.4393322738122784,0.0358393,7.972312695596682e-07,0.1472375588700704,-0.000111418,-1.16e-06,-4.43e-07,0.000985711,0.021797661,3.1,0,0.7108914193336595,17.330276,-15.594787,snia-cosmo,norm,1.0,1.0,2018gub,100.0
559,ZTF18abvsvjs,0.09473965,1.089e-05,z_gal,58387.21311975801,0.000588827,0.5281779611282182,-0.069440591,0.1880943923279119,2.085082353807096e-05,0.2497336628155484,0.032543401,1.1836659233112885e-07,0.029637548,0.000120184,-1.53e-06,-5.41e-07,0.000824979,0.095792285,3.1,0,0.278575204,37.741084,13.439437,snia-cosmo,norm,1.0,1.0,2018guc,100.0
560,ZTF18abvtcoe,0.041,0.001,z_unknown,58333.032761193965,0.000989036,-0.204471755,0.1795999152938751,0.1966795991756953,4.113464145607903e-05,0.2242540396375218,0.04727645,-8.38e-07,0.005519086,-0.001093687,-3.49e-06,-1.27e-06,-0.001446491,0.1277712888108241,3.1,0,6.823740538710675e-05,39.547583,26.019214,snia-cosmo,norm,1.0,1.0,2018erb,100.0
565,ZTF18abvtrnc,0.08134573,0.00304631,z_snid,58386.64918334297,0.000591657,0.3431999559795328,0.014493962,0.1487893023040669,1.9516665182300105e-05,0.2008531021730341,0.032549082,6.0398175148455035e-09,0.010937608,0.000156301,-6.64e-07,-5.15e-07,-0.000114079,0.1425537405938226,3.1,0,0.2247317980268407,92.848329,43.734948,snia-cosmo,norm,1.0,1.0,2018gwc,100.0
567,ZTF18abvwstm,0.04946522,0.00282843,z_snid,58346.34830693813,0.001187422,1.0309777990119804,0.1123404411020434,0.2069319530346547,4.30909215273802e-05,0.1875799700988774,0.046731184,1.2249061503193737e-08,0.004512709,-0.002094979,-2.12e-06,-1.4e-06,-0.000327921,0.051801739,3.1,0,0.8910604610853878,327.820308,-14.460227,snia-cosmo,norm,1.0,1.0,2018epa,100.0
568,ZTF18abvxqtp,0.07401664,0.00308707,z_snid,58389.49786141707,0.000724228,0.4115476466193627,0.042232037,0.1658909501202288,2.4710722384653017e-05,0.1654009712634359,0.032236885,1.4855322872917932e-07,0.005388448,-9.14e-05,-7.73e-07,-6.54e-07,-0.000100452,0.029518434,3.1,0,0.439977331,359.370131,-6.603832,snia-cosmo,norm,1.0,1.0,2018gsm,100.0
570,ZTF18abwbtco,0.05730358,0.00042044,z_nonSEDm,58385.12017786548,0.000272507,0.2290997858575058,0.4278455336180119,0.2698237690419773,1.126432108879938e-05,0.366512075,0.036832509,2.414977467964677e-07,0.064568293,0.00109054,-9.55e-07,-3.51e-07,0.003064991,0.1648407967790965,3.1,0,0.062466705,50.870667,25.57084,snia-cosmo,norm,1.0,1.0,,100.0
573,ZTF18abwdcdv,0.05384307,1.37e-05,z_gal,58389.30056728463,0.000649194,-0.213351202,0.3224537359363363,0.084306497,2.039300452737002e-05,0.097502471,0.02814323,6.10151003959813e-08,0.003550921,7.002067849017051e-05,-1.69e-07,-4.96e-07,7.867323212174034e-05,0.033070286,3.1,0,0.8214875800646387,270.864717,60.677375,snia-cosmo,norm,1.0,1.0,2018gre,100.0
575,ZTF18abwkczr,0.03137576,0.00406725,z_snid,58391.95614,0.00369801,1.153884594,-0.008712687,0.1340862142824335,0.000147375,0.168350259,0.033262611,5.8702543086035e-06,-0.008672591,-0.000640858,-1.09e-05,-3.84e-06,-5.49e-05,0.1778487495748403,3.1,0,0.9954423618659688,45.884039,9.39425,snia-cosmo,norm,1.0,1.0,2018grc,100.0
576,ZTF18abwkgvf,0.11124239,0.00042279,z_nonSEDm,58388.54786179164,0.000249502,0.6999936716984599,0.1025021075226255,0.3937125659867888,1.1398401796372812e-05,0.4844431651005354,0.043223262,-9.71e-07,0.1573564406272268,0.003009109,-2.63e-06,-3.92e-07,0.006025938,0.021801345,3.1,0,0.4044915994077078,27.020167,-6.795976,snia-cosmo,norm,1.0,1.0,,100.0
577,ZTF18abwktmm,0.06072573,1.473e-05,z_gal,58389.40265349553,0.000905476,-1.654537802,0.056137829,0.1608784408963401,3.206587716502053e-05,0.2412888873368289,0.03514763,2.2318470968795403e-09,0.027141895,0.000955383,-2.02e-06,-9e-07,0.002261339,0.060596887,3.1,0,0.001909824,59.26007,-8.502709,snia-cosmo,norm,1.0,1.0,2018gta,100.0
578,ZTF18abwkzuc,0.07021831,1.519e-05,z_gal,58388.31390981658,0.000759995,-1.383055572,-0.020276054,0.1058236635326466,2.4530456451908752e-05,0.1432521132539246,0.031358567,1.655737434030193e-07,0.005415925,-7.28e-06,-5.92e-07,-6.26e-07,0.000146872,0.061234855,3.1,0,0.00596272,108.910395,37.57411,snia-cosmo,norm,1.0,1.0,2018grg,100.0
581,ZTF18abwmuua,0.0642589,1.725e-05,z_gal,58388.18047170091,0.000944029,-0.187007507,-0.0762082,0.4717568140913499,3.091081287317712e-05,0.6319195553156056,0.036939212,-2.77e-06,0.2845571254724767,0.00776686,-4.85e-06,-8.82e-07,0.010443639,0.020279163,3.1,0,0.2024742017545832,249.643393,31.873143,snia-cosmo,norm,1.0,1.0,2018gvb,100.0
582,ZTF18abwnsoc,0.09807764,0.00315317,z_snid,58390.27124773715,0.000432982,0.4840906582023882,-0.026739639,0.1373401881246536,1.3828493088056894e-05,0.1838622026890014,0.031203021,3.457678180734875e-08,0.010147434,0.000114676,-4.47e-07,-3.58e-07,0.000183031,0.049149827,3.1,0,0.1080462774189325,280.856715,72.123872,snia-cosmo,norm,1.0,1.0,2018lpr,100.0
583,ZTF18abwohjb,0.14265667,1.065e-05,z_gal,58386.84536,0.000171549,0.2266383916727552,-0.006787632,0.2941368201791192,8.62422747123803e-06,0.4084639122887761,0.045445825,-2.61e-07,0.066260416,0.001768357,-2.05e-06,-2.99e-07,0.005643143,0.053855083,3.1,0,0.7645263257949793,345.303914,5.132663,snia-cosmo,norm,1.0,1.0,,100.0
585,ZTF18abwtops,0.09900361,0.00295677,z_snid,58387.57063061815,0.000357037,-1.465615889,-0.032764468,0.1290537247914471,1.1336178525577216e-05,0.1847079929419395,0.031450402,5.262780346521468e-08,0.016366716,3.1399312009704005e-05,-1.93e-07,-2.96e-07,0.000206612,0.080330503,3.1,0,0.054922174,281.486724,36.402696,snia-cosmo,norm,1.0,1.0,2018lqa,100.0
586,ZTF18abwuqcw,0.07022576,0.00403113,z_snid,58339.26810483154,0.000915928,0.5604862533148358,-0.02020324,0.3010821456700796,3.12911430955162e-05,0.2068040617496379,0.033218586,-1.73e-06,-0.028739514,0.001666173,-2.16e-07,-8.58e-07,-0.001030448,0.041434663,3.1,0,0.9613981444664296,309.869986,-13.132958,snia-cosmo,norm,1.0,1.0,2018eoy,100.0
588,ZTF18abwwuug,0.06639504,1.091e-05,z_gal,58390.17214016188,0.00105963,-0.769549838,-0.037814855,0.1795468016753147,3.501656922207195e-05,0.1945447285147915,0.032367122,1.1166063188000045e-06,0.01027206,-0.001090566,-6.75e-07,-8.67e-07,-0.001001106,0.032874791,3.1,0,0.9257017982809804,356.342898,13.060887,snia-cosmo,norm,1.0,1.0,2018grb,100.0
589,ZTF18abwxhjo,0.07756273,0.00042025,z_nonSEDm,58389.92937693664,0.00073525,0.4349574705733985,-0.030423482,0.3493439948142622,2.6325633278422272e-05,0.3390503272759705,0.033911818,1.276683003123001e-06,0.030234819,0.000179037,-1.18e-06,-7.05e-07,0.000319299,0.024748885,3.1,0,0.9796877735696502,358.628417,-4.785451,snia-cosmo,norm,1.0,1.0,2018gsp,100.0
590,ZTF18abxbugc,0.03587061,0.00042006,z_nonSEDm,58388.15836,0.000529847,-1.75501855,0.3936487244757179,0.3165474,3.578413982774435e-05,0.1655633279968521,0.055229711,-3.28e-06,-0.010371903,0.005061791,-5.94e-07,-1.84e-06,-0.00014193,0.019780669,3.1,0,0.9659624839512608,157.056145,79.340389,snia-cosmo,norm,1.0,1.0,2018gsq,100.0
592,ZTF18abxdkni,0.08483675,0.00295677,z_snid,58389.39818685681,0.000655695,0.5489410518619778,-0.089826958,0.2259360132666188,2.4857311084807148e-05,0.3074160991614874,0.037099189,1.3278212891967276e-07,0.035024263,7.1442639657423e-05,-2.39e-06,-7.04e-07,0.00066758,0.1607896890313687,3.1,0,0.5565396485502438,315.270372,31.037303,snia-cosmo,norm,1.0,1.0,2018gtp,100.0
593,ZTF18abxfiec,0.10781118,0.00338378,z_snid,58394.228991788965,0.000430266,0.3055085154183434,-0.054119439,0.27602444,1.510023833154245e-05,0.2531574120630848,0.037802686,-1.56e-07,0.018856314,0.000195165,-7.43e-07,-4.34e-07,-0.000618821,0.054241757,3.1,0,0.3740138311225882,12.118597,-5.365406,snia-cosmo,norm,1.0,1.0,2018hac,100.0
595,ZTF18abxroxl,0.06183186,1.891e-05,z_gal,58393.17566177589,0.000774462,-2.003667744,0.017422884,0.1380462882625579,2.9724529773797055e-05,0.1670064916607325,0.036474045,4.178398185249496e-07,0.007726114,-0.00042068,-1.11e-06,-8.38e-07,-0.000288287,0.034882892,3.1,0,0.4915457445623178,24.589514,3.489833,snia-cosmo,norm,1.0,1.0,2018gxo,100.0
596,ZTF18abxxssh,0.06609827,0.00320039,z_snid,58397.29448556361,0.000913099,1.486099194301264,-0.011226464,0.1188278675617766,3.219797297435265e-05,0.1592010188535841,0.030394468,9.64407175292407e-07,0.002240453,-0.000703309,-1.76e-06,-7.89e-07,5.8917333217458026e-05,0.025488267,3.1,0,0.9973253634058288,268.395552,43.216078,snia-cosmo,norm,1.0,1.0,2018gvj,100.0
597,ZTF18abxygvv,0.08495424,0.00341211,z_snid,58394.59633386517,0.000817036,0.2699738662591976,-0.071141553,0.080035178,2.472307847634656e-05,0.1079108176387626,0.027935792,2.675084046804941e-07,0.002327567,-0.000217841,-3.08e-07,-5.73e-07,-0.000209919,0.093008543,3.1,0,0.9964918407503096,293.846208,64.758467,snia-cosmo,norm,1.0,1.0,2018gwb,100.0
599,ZTF18abxzitr,0.0690736,0.00042035,z_nonSEDm,59128.631778313385,0.001071504,0.5265791903586132,-0.108034041,0.6779637327090313,4.3710390656401406e-05,0.3599948221424807,0.037873736,-1.27e-05,-0.187537538,0.006200553,1.819962984079598e-06,-1.3e-06,-0.001453487,0.022981076,3.1,0,0.8450399077494495,353.304611,-17.844324,snia-cosmo,norm,1.0,1.0,2020upp,100.0
600,ZTF18abykswp,0.03579476,0.00011053,z_gal,58398.568215626816,0.002049004,-0.704012462,0.1336514351495497,0.064532195,6.952999338205373e-05,0.067090429,0.030719648,7.334247437310412e-07,-0.000159938,-0.000282519,-8.57e-07,-1.81e-06,-0.000121797,0.089824136,3.1,0,0.9931418097337216,98.54517,52.129838,snia-cosmo,norm,1.0,1.0,2018gvl,98.97959184
602,ZTF18abyxwrf,0.020908,6.379e-05,z_gal,58401.96190820008,0.005163481,0.8601131902933944,0.2146626341215686,0.4154044042625173,0.000225443,0.2730393862494386,0.033939982,2.827088125599253e-05,-0.097545082,5.3946753689356695e-05,-2.92e-05,-5.9e-06,5.020489127251233e-05,0.1117080927881404,3.1,0,0.32428391,43.900073,43.057576,snia-cosmo,norm,1.0,1.0,2018gvi,100.0
603,ZTF18abyzksx,0.09623711,0.00300832,z_snid,58394.924153142034,0.000574685,0.6271990284167486,-0.095694457,0.3301957569237856,2.353436391179303e-05,0.4007797587257473,0.03862645,5.436719040461683e-08,0.023843608,6.924275672187118e-05,-3.73e-06,-6.62e-07,0.000807761,0.063681271,3.1,0,0.7350320226831465,334.204254,8.545265,snia-cosmo,norm,1.0,1.0,2018hfx,100.0
604,ZTF18abyzlhn,0.05569185,1.07e-05,z_gal,58383.34628426861,0.001434114,-0.012564168,-0.023483351,0.1680677390322671,5.1080215959048826e-05,0.2990454983128797,0.031636433,-1.47e-06,0.032633307,0.000618924,-5.83e-06,-1.35e-06,0.002015206,0.053915213,3.1,0,0.8278373951797767,338.205351,-1.852655,snia-cosmo,norm,1.0,1.0,2018gjq,100.0
607,ZTF18abzwdsj,0.07611674,0.00141246,z_SEDm,58398.44111,0.000609059,-0.07119417,0.1036919423164642,0.228733674,2.554922919624416e-05,0.2626385004918448,0.038124401,3.682418902475884e-07,0.017831447,-0.000361576,-1.65e-06,-7.55e-07,-0.000601766,0.076964264,3.1,0,0.6772422795805206,343.16249,10.618206,snia-cosmo,norm,1.0,1.0,2018hxv,100.0
608,ZTF18acacnmr,0.08018604,0.00177967,z_SEDm,58398.25841843926,0.000705361,0.2258222878196958,-0.07538495,0.2093624257977353,2.432145415353482e-05,0.1974946869556747,0.04023079,7.878850159652883e-07,-0.0025415,-0.001628133,-3.86e-07,-6.6e-07,-0.004107555,0.1476884184529296,3.1,0,0.023922508,292.720602,40.856475,snia-cosmo,norm,1.0,1.0,2018hfv,100.0
610,ZTF18acaexmi,0.05044406,1.195e-05,z_gal,58345.03787730404,0.001575144,-0.892500296,-0.038444559,0.1899703749659238,7.638910260112004e-05,0.2753151605533041,0.044055377,5.083888766002454e-07,0.011868327,-0.000695838,-1.13e-05,-2.8e-06,0.004165985,0.060792643,3.1,0,0.4108235310017907,318.8095,2.192204,snia-cosmo,norm,1.0,1.0,2018evw,97.36842105263158
615,ZTF18acakjaf,0.07315693,1.931e-05,z_gal,58401.67261928934,0.0007444,0.7453981363950689,0.056713597,0.8153133838131907,4.671877208113872e-05,0.5271113741554587,0.047510203,2.256005088202896e-05,-0.33801278,-0.011525834,-1.54e-05,-1.7e-06,0.003509553,0.2403296550426645,3.1,0,0.4385830645979116,36.978003,18.032771,snia-cosmo,norm,1.0,1.0,2018hlg,100.0
621,ZTF18acatuts,0.03415797,1.522e-05,z_gal,58408.63745165842,0.003810444,-0.015448194,0.000693168,0.1327469414427469,0.000225406,0.2657908011368921,0.041335881,6.125111497283637e-06,-0.009583616,-0.00058246,-4.6e-05,-7.74e-06,0.005039553,0.087471127,3.1,0,0.9396735757020528,336.497334,3.458333,snia-cosmo,norm,1.0,1.0,2018hcr,100.0
622,ZTF18acavnyd,0.05977472,1.098e-05,z_gal,58305.57282148514,0.000923604,-1.305984627,0.045361814,0.1948409802280366,3.209083118146689e-05,0.2083800203531408,0.033434813,1.094237260122146e-06,-0.011587827,-0.000591406,-1.61e-06,-8.34e-07,3.561993141102427e-05,0.071556402,3.1,0,0.8238379134833663,317.993797,-0.218186,snia-cosmo,norm,1.0,1.0,2018dem,100.0
623,ZTF18acayrru,0.07282137,0.0032249,z_snid,58368.51779,0.000984899,-0.24117077,-0.014325267,0.1562248108493804,3.093511973391652e-05,0.1564819080232612,0.029045272,1.4542553783357577e-07,-0.006978688,-0.000338265,-7.08e-07,-7.58e-07,0.000382545,0.071445399,3.1,0,2.0864820182619665e-05,353.14472,8.75281,snia-cosmo,norm,1.0,1.0,2018fva,100.0
629,ZTF18acbujhw,0.01694506,2.237e-05,z_gal,58431.16373276093,0.001927116,-0.935162822,0.6280788159014212,0.086461762,6.750514452872637e-05,0.1071586307854418,0.031660627,3.9532544884311e-07,0.001145251,-0.000108764,-3.6e-07,-1.88e-06,-0.000244654,0.1343245720000665,3.1,0,0.8741258222947174,39.616107,29.759008,snia-cosmo,norm,1.0,1.0,2018hrt,100.0
636,ZTF18acbwaax,0.07222043,0.00306635,z_snid,58422.89105007584,0.000809271,0.5544043707046821,-0.068102953,0.4035858362149156,2.6862529773833476e-05,0.1753516586826525,0.030250036,-4.24e-06,-0.054487398,0.00223691,1.2174376340918888e-06,-6.75e-07,-0.000983509,0.009780908,3.1,0,0.7467996905014226,149.675061,44.511924,snia-cosmo,norm,1.0,1.0,2018hoj,100.0
641,ZTF18acbwchi,0.08802846,0.00308707,z_snid,58430.199288528594,0.000623527,1.458139439144529,-0.042296116,0.2252773000873276,2.0579687590854487e-05,0.2299665627217458,0.032846111,8.670726367272718e-08,-0.011468125,-0.000191231,-9.76e-07,-5.45e-07,-0.000176194,0.1274939718810685,3.1,0,0.4730359910609492,100.917101,32.322235,snia-cosmo,norm,1.0,1.0,2018imi,100.0
643,ZTF18acbwglw,0.08246498,0.00304631,z_snid,58428.66190385149,0.000573642,2.035806297711568,0.031024099,0.9805807677912526,2.305674024549037e-05,0.8894050246337069,0.057972915,-6.22e-06,-0.564576378,0.024798876,-1.62e-06,-8.05e-07,-0.017695692,0.027039602,3.1,0,0.084137153,205.627189,76.137592,snia-cosmo,norm,1.0,1.0,2018imy,100.0
648,ZTF18acbwtmf,0.05597078,0.00341211,z_snid,58431.287600210606,0.001349706,1.1421551038507305,0.003666764,0.1727420480237924,4.093184192554178e-05,0.2720318562986151,0.028176358,-6.17e-07,0.027500593,0.000768351,-1.6e-06,-9.87e-07,0.001153899,0.085859306,3.1,0,0.9995923986688352,322.890875,23.014681,snia-cosmo,norm,1.0,1.0,2018hrn,100.0
650,ZTF18acbwxgn,0.06852146,1.158e-05,z_gal,58430.343880215725,0.000886766,0.5033387320388417,-0.049893026,0.333227456,3.029166120336777e-05,0.4822200630606208,0.033236113,-2.86e-07,0.022112648,0.001527278,-3.94e-06,-8.16e-07,0.002809967,0.1013408665466127,3.1,0,0.149069997,337.179654,8.103757,snia-cosmo,norm,1.0,1.0,2018hrw,100.0
655,ZTF18acbxjaa,0.0710828,0.00286356,z_snid,58345.77454536842,0.001039568,-0.028980385,-0.041359859,0.126688609,3.385884951770206e-05,0.1450197371788926,0.031474297,4.716957617385183e-07,-0.00209723,-0.000151782,-8.25e-07,-8.71e-07,-0.000211076,0.032317038,3.1,0,0.1406243694484912,344.547682,-20.284281,snia-cosmo,norm,1.0,1.0,2018ffb,100.0
657,ZTF18acbxmvy,0.05281789,0.00635059,z_snid,58435.65333604606,0.001160988,-0.060502994,-0.015948934,0.1064946117439831,3.598485558870565e-05,0.1237245197438797,0.028370644,3.164517890662946e-07,0.007184444,-0.000148476,-4.59e-07,-8.6e-07,7.676025415527753e-05,0.038546894,3.1,0,0.6216911951712494,354.254027,21.431554,snia-cosmo,norm,1.0,1.0,2018hzd,100.0
662,ZTF18acbxsgy,0.09478289,0.00042048,z_nonSEDm,58429.90960253723,0.000594392,0.1015611605653491,-0.129743765,0.2429616371082374,1.903673235181271e-05,0.3204276013301734,0.033622925,3.924216615703914e-07,-0.005909752,-0.000497664,-1.17e-06,-5.09e-07,0.000826682,0.029097213,3.1,0,0.1118326728482648,9.099007,-9.341678,snia-cosmo,norm,1.0,1.0,2018icp,100.0
663,ZTF18acbyyff,0.07648279,1.432e-05,z_gal,58430.23104253161,0.00059732,-2.730961435,-0.00619165,0.3441038507298799,2.230006361227593e-05,0.5952504953353948,0.041877564,1.2816152929589638e-06,0.007193736,-0.001354904,-2.12e-06,-6.57e-07,-0.0014721,0.023156535,3.1,0,0.012858933,29.483459,-16.33591,snia-cosmo,norm,1.0,1.0,2018huz,100.0
665,ZTF18acbznvp,0.0597175,1.296e-05,z_gal,58428.22964284648,0.000481511,-1.347357229,0.1383728674423798,0.21208302,1.6430258453745605e-05,0.2325590779439712,0.031899776,-4.47e-07,-0.018184159,0.000443837,-4.95e-07,-4.46e-07,0.00038786,0.016842372,3.1,0,0.6091508730003845,146.363413,73.389311,snia-cosmo,norm,1.0,1.0,2018ihe,100.0
675,ZTF18acchvwh,0.07398742,1.234e-05,z_gal,58428.61573545288,0.000568849,-0.251609627,0.030345296,0.751186959,2.2774746523687796e-05,0.9156065888950928,0.03920621,8.30593347902958e-07,-0.508641391,-0.004305795,-5.61e-06,-7.13e-07,0.009079829,0.035067148,3.1,0,0.7900272894455984,2.198228,-3.365607,snia-cosmo,norm,1.0,1.0,2018icl,100.0
677,ZTF18accjdgs,0.08283706,2.703e-05,z_gal,58776.65692958255,0.000709421,2.637093645355172,0.037008259,0.5014023744806764,3.3881570543129434e-05,0.4764328592883349,0.042290342,-3.01e-06,-0.064271939,0.002379769,-6.62e-06,-1.27e-06,0.006028194,0.048373935,3.1,0,1.0,4.976447,15.961149,snia-cosmo,norm,1.0,1.0,2019ses,100.0
679,ZTF18accjqzu,0.07375125,0.00538516,z_snid,58437.83385823786,0.000938317,0.8937499356910316,-0.044895121,0.2853121244152135,3.2648184235364245e-05,0.3592410072141502,0.033547152,3.46398018893571e-07,0.076054766,-0.000158464,-2.01e-06,-8.75e-07,0.000194621,0.1272496093482348,3.1,0,0.5324964816523159,44.20587,13.463883,snia-cosmo,norm,1.0,1.0,2018hza,100.0
681,ZTF18acckoil,0.03210395,1.224e-05,z_gal,58433.29844773686,0.003575047,-1.494903407,-0.049746733,0.1413926434797758,0.000123821,0.1185238263056374,0.033352105,3.099198773539456e-06,-0.000516384,-0.000832151,-9.25e-07,-3.41e-06,-0.000717504,0.024606403,3.1,0,0.2902682495001126,37.980848,3.12604,snia-cosmo,norm,1.0,1.0,2018hyy,100.0
682,ZTF18acckwox,0.10256801,0.0004288,z_nonSEDm,58433.59026866464,0.000245161,-0.267248855,0.067201833,0.4808005654958833,1.2422386060354106e-05,0.5529484994997275,0.048641496,1.5815406413312684e-06,0.094860474,-0.00493394,-2.04e-06,-4.66e-07,0.001604038,0.087273112,3.1,0,0.000696319,32.021539,23.176898,snia-cosmo,norm,1.0,1.0,2018iii,97.91666666666669
683,ZTF18acclexy,0.07931034,1.596e-05,z_gal,58437.17558236164,0.000763609,2.8231591295181846,-0.013298518,0.4593562533373188,2.795268164120608e-05,0.4499000387055158,0.035134879,7.152591634390667e-07,0.1390380601557604,-0.000831318,-2.78e-06,-7.95e-07,0.000719949,0.070097083,3.1,0,0.5310092284096443,35.156796,25.604439,snia-cosmo,norm,1.0,1.0,2018ikm,100.0
686,ZTF18accndxn,0.03144417,0.00344093,z_snid,58439.53428479319,0.002103352,0.1728986173650794,0.1797301742429062,0.076083652,7.211762169675442e-05,0.09606246,0.030637304,1.0822915977285408e-06,0.002240789,-0.000421874,-1.48e-06,-1.9e-06,0.000138583,0.035995149,3.1,0,0.006581517,196.120675,79.050574,snia-cosmo,norm,1.0,1.0,2018igt,100.0
687,ZTF18accngee,0.0835688,1.492e-05,z_gal,58429.41949443069,0.000558481,0.8758526911922346,0.024649056,0.4889280194074672,1.9493512058908497e-05,0.3937297107497597,0.034732198,-1.55e-06,-0.131355313,0.000817076,-5.06e-07,-5.31e-07,-0.000535786,0.039062715,3.1,0,0.6049095737643577,140.642224,9.55594,snia-cosmo,norm,1.0,1.0,2018icm,100.0
689,ZTF18accnlji,0.08452412,0.00325,z_snid,58434.73108871258,0.000504889,0.395143156,0.025182797,0.1072086485728505,1.5694289635212748e-05,0.1941603657680942,0.030291743,-4.43e-08,0.008997872,-0.000102492,-5.52e-07,-3.96e-07,7.26475679321971e-05,0.017130873,3.1,0,0.095370634,140.300593,33.722841,snia-cosmo,norm,1.0,1.0,2018imv,100.0
692,ZTF18accpubd,0.09026829,0.00327567,z_snid,58344.60714000963,0.000614942,0.5363137147509706,-0.043227238,0.162550452,2.097583953897768e-05,0.1759201106939685,0.031174511,-6.02e-08,0.005181922,0.000112176,-9.07e-07,-5.44e-07,0.00032516,0.058224115,3.1,0,0.6118304005310953,342.761426,-3.649404,snia-cosmo,norm,1.0,1.0,2018evb,100.0
693,ZTF18accqcab,0.06594728,2.704e-05,z_gal,58430.56384,0.000818647,-0.724082937,-0.197096593,0.3182286879055027,2.91705082311712e-05,0.417471828,0.037008425,-1.11e-07,-0.022246807,0.000639836,-3.01e-06,-8.09e-07,0.001060302,0.052891255,3.1,0,0.000412911,347.601419,10.737162,snia-cosmo,norm,1.0,1.0,2018hvw,100.0
694,ZTF18accrorf,0.04633834,1.025e-05,z_gal,58438.04406897656,0.001734516,0.7213865547897632,0.015318402,0.1709907309887057,5.610956250891492e-05,0.2358016905261902,0.029472901,2.664938312920659e-07,0.027270523,-4.65e-06,-1.91e-06,-1.39e-06,0.000364591,0.033608638,3.1,0,0.9035918011658182,17.162905,20.0799,snia-cosmo,norm,1.0,1.0,2018hzx,100.0
696,ZTF18acctdhp,0.06221165,0.00403113,z_snid,58428.36924064462,0.00064196,0.68669401,0.097237764,0.4643927026081655,2.4238864700010807e-05,0.3198004181602279,0.032879533,-3.34e-06,-0.069642006,0.003222778,-3.54e-07,-6.78e-07,-0.000455721,0.044327621,3.1,0,0.074383483,17.172134,35.772496,snia-cosmo,norm,1.0,1.0,2018hrv,100.0
699,ZTF18accwjiu,0.03281885,1.929e-05,z_gal,58440.98651,0.003187865,-1.385104089,-0.049110607,0.1049349171116773,0.000104941,0.088165833,0.031312303,1.6473772154051775e-06,0.000307905,-0.000612299,-6e-07,-2.79e-06,-0.000223188,0.037001126,3.1,0,0.978480337,156.628964,15.340866,snia-cosmo,norm,1.0,1.0,2018icr,100.0
702,ZTF18acdqmxr,0.06968102,0.00344093,z_snid,58423.88568,0.001014623,0.5980777878172598,0.086427408,0.471535253,3.939446398581618e-05,0.2658528791901641,0.03435784,-5.89e-06,-0.075687288,0.002197641,1.1639574322527656e-06,-1.17e-06,-0.000920396,0.4641980813608267,3.1,0,0.647403351,69.377819,20.282129,snia-cosmo,norm,1.0,1.0,2018htb,100.0
704,ZTF18acdwazf,0.03320456,1.093e-05,z_gal,58434.60205,0.004700642,0.5864143519921075,-0.102976065,0.1702436863233742,0.000155764,0.099872196,0.031456424,-1.82e-07,-0.00408101,-0.000889512,-2.36e-06,-4.02e-06,-0.000180055,0.011197585,3.1,0,0.9941092674103386,186.819342,35.800602,snia-cosmo,norm,1.0,1.0,2018iso,100.0
